CMDLINE /ws2/yfulwani/anaconda3/envs/doc_class_intel/bin/python3.7 run_benchmarks.py -i -l ../logs/intel_intel.log
MEM 0.625000 1668481809.4046
MEM 18.902344 1668481809.5051
MEM 36.742188 1668481809.6056
MEM 72.203125 1668481809.7061
MEM 94.394531 1668481809.8066
MEM 97.695312 1668481809.9071
MEM 103.277344 1668481810.0076
MEM 114.722656 1668481810.1080
MEM 128.585938 1668481810.2085
MEM 133.453125 1668481810.3090
MEM 133.453125 1668481810.4095
MEM 133.453125 1668481810.5099
MEM 133.453125 1668481810.6104
MEM 133.453125 1668481810.7108
MEM 133.453125 1668481810.8113
MEM 133.453125 1668481810.9118
MEM 133.453125 1668481811.0122
MEM 133.453125 1668481811.1127
MEM 133.453125 1668481811.2131
MEM 133.453125 1668481811.3136
MEM 134.292969 1668481811.4140
MEM 158.195312 1668481811.5145
MEM 166.769531 1668481811.6150
MEM 176.996094 1668481811.7155
MEM 199.824219 1668481811.8160
MEM 221.417969 1668481811.9165
MEM 223.023438 1668481812.0170
MEM 223.023438 1668481812.1175
MEM 223.023438 1668481812.2179
MEM 223.023438 1668481812.3184
MEM 223.023438 1668481812.4188
MEM 223.023438 1668481812.5193
MEM 231.847656 1668481812.6198
MEM 251.386719 1668481812.7202
MEM 258.914062 1668481812.8207
MEM 259.328125 1668481812.9211
MEM 259.445312 1668481813.0216
MEM 259.519531 1668481813.1220
MEM 259.519531 1668481813.2225
MEM 259.519531 1668481813.3229
MEM 259.519531 1668481813.4234
MEM 259.519531 1668481813.5238
MEM 259.519531 1668481813.6243
MEM 259.519531 1668481813.7247
MEM 259.519531 1668481813.8252
MEM 259.519531 1668481813.9256
MEM 259.519531 1668481814.0261
MEM 261.378906 1668481814.1266
MEM 264.441406 1668481814.2271
MEM 266.804688 1668481814.3276
MEM 267.031250 1668481814.4281
MEM 267.031250 1668481814.5287
MEM 267.031250 1668481814.6293
MEM 267.031250 1668481814.7297
MEM 267.031250 1668481814.8302
MEM 267.031250 1668481814.9306
MEM 267.031250 1668481815.0311
MEM 267.031250 1668481815.1316
MEM 267.031250 1668481815.2320
MEM 267.031250 1668481815.3325
MEM 267.031250 1668481815.4330
MEM 267.031250 1668481815.5334
MEM 267.031250 1668481815.6338
MEM 267.031250 1668481815.7342
MEM 267.031250 1668481815.8346
MEM 267.031250 1668481815.9352
MEM 267.031250 1668481816.0357
MEM 267.031250 1668481816.1361
MEM 267.031250 1668481816.2366
MEM 267.031250 1668481816.3370
MEM 267.031250 1668481816.4376
MEM 267.031250 1668481816.5380
MEM 267.031250 1668481816.6384
MEM 267.031250 1668481816.7389
MEM 267.031250 1668481816.8395
MEM 267.031250 1668481816.9400
MEM 267.031250 1668481817.0406
MEM 267.031250 1668481817.1411
MEM 267.031250 1668481817.2416
MEM 267.031250 1668481817.3421
MEM 267.031250 1668481817.4426
MEM 267.031250 1668481817.5430
MEM 267.031250 1668481817.6435
MEM 267.031250 1668481817.7440
MEM 267.031250 1668481817.8445
MEM 267.031250 1668481817.9450
MEM 267.031250 1668481818.0455
MEM 267.031250 1668481818.1459
MEM 267.031250 1668481818.2464
MEM 267.031250 1668481818.3468
MEM 267.031250 1668481818.4473
MEM 267.031250 1668481818.5477
MEM 267.031250 1668481818.6482
MEM 267.031250 1668481818.7487
MEM 267.031250 1668481818.8493
MEM 267.031250 1668481818.9498
MEM 267.031250 1668481819.0503
MEM 267.031250 1668481819.1508
MEM 267.031250 1668481819.2513
MEM 267.031250 1668481819.3517
MEM 267.031250 1668481819.4521
MEM 267.031250 1668481819.5525
MEM 267.031250 1668481819.6531
MEM 267.031250 1668481819.7535
MEM 271.953125 1668481819.8540
MEM 273.753906 1668481819.9545
MEM 274.656250 1668481820.0550
MEM 275.191406 1668481820.1555
MEM 276.042969 1668481820.2560
MEM 278.152344 1668481820.3565
MEM 278.394531 1668481820.4569
MEM 278.437500 1668481820.5574
MEM 279.046875 1668481820.6578
MEM 279.046875 1668481820.7584
MEM 279.261719 1668481820.8590
MEM 279.261719 1668481820.9595
MEM 279.261719 1668481821.0599
MEM 279.261719 1668481821.1604
MEM 279.261719 1668481821.2608
MEM 279.261719 1668481821.3614
MEM 279.261719 1668481821.4618
MEM 279.261719 1668481821.5623
MEM 280.265625 1668481821.6628
MEM 284.218750 1668481821.7633
MEM 284.218750 1668481821.8637
MEM 284.218750 1668481821.9643
MEM 284.218750 1668481822.0648
MEM 284.218750 1668481822.1653
MEM 284.218750 1668481822.2657
MEM 284.218750 1668481822.3662
MEM 284.218750 1668481822.4666
MEM 284.218750 1668481822.5670
MEM 284.218750 1668481822.6675
MEM 284.992188 1668481822.7680
MEM 285.101562 1668481822.8685
MEM 285.339844 1668481822.9690
MEM 286.062500 1668481823.0696
MEM 286.230469 1668481823.1701
MEM 286.281250 1668481823.2706
MEM 286.281250 1668481823.3711
MEM 286.570312 1668481823.4716
MEM 286.781250 1668481823.5722
MEM 293.000000 1668481823.6727
MEM 303.753906 1668481823.7733
MEM 308.378906 1668481823.8738
MEM 323.003906 1668481823.9743
MEM 327.632812 1668481824.0749
MEM 331.585938 1668481824.1754
MEM 336.367188 1668481824.2759
MEM 351.414062 1668481824.3765
